,addr:postcode,koatuu,lat,lon,name,name:en,name:prefix,name:ru,name:uk,place,population,postal_code
325959,15432,7424782003,52.13356,32.70424,Іванпуть,Ivanput,село,Иванпуть,Іванпуть,village,172,
325961,15451,7424784505,52.13322,32.41173,Мхи,Mkhy,село,Мхи,Мхи,village,57,
325963,41034,5924481304,52.13287,33.6755,Нова Спарта,Nova Sparta,селище,Новая Спарта,Нова Спарта,village,32,
325965,,7424784503,52.1265945,32.3453704,Блешня,,село,Блешня,Блешня,village,51,
325967,41052,5924484804,52.13081,33.75549,Ріг,Rih,село,Рог,Ріг,hamlet,9,
325969,41110,5925381201,52.13047,33.47225,Глазове,Hlazove,село,Глазовое,Глазове,village,519,
325971,41000,5924410108,52.1281637,33.9923845,Шалимівка,Shalymivka,село,Шалимовка,Шалимівка,hamlet,32,
325976,41054,5924485203,52.12635,34.07169,Порохонь,Porokhon,село,Порохонь,Порохонь,village,225,
325978,15112,7421487202,52.11948,31.41781,Кусії,Kusii,село,Кусеи,Кусії,village,192,
325980,16033,7423689804,52.1188,33.07159,Узруй,Uzrui,село,Узруй,Узруй,village,93,
325982,16014,7423689306,52.1188,32.98817,Ясне,Yasne,село,Ясное,Ясне,hamlet,42,
325984,15404,7424710102,52.11674,32.56039,Кути Другі,Kuty Druhi,село,Куты Вторые,Кути Другі,village,367,
325986,41054,5924485202,52.1128093,34.0737766,Нововолодимирівка,Novovolodymyrivka,село,Нововладимировка,Нововолодимирівка,village,55,
325989,41111,5925380802,52.11365,33.5955,Дібрівка,Dibrivka,село,Дибровка,Дібрівка,village,283,
325991,16033,7423689802,52.11365,33.04928,Клевин,Klevyn,село,Клевин,Клевин,hamlet,42,
325993,16032,7423686604,52.1109,33.17905,Фурсове,Fursove,село,Фурсово,Фурсове,hamlet,10,
325997,,7425881002,52.1082761,31.8548725,Липівка,,село,Липовка,,village,,
326000,41054,5924485201,52.10609,34.07307,Рожковичі,Rozhkovychi,село,Рожковичи,Рожковичі,village,368,
326002,,7425882502,52.1043318,31.8767833,Пльохів,,село,Плёхов,,hamlet,5,
326005,16032,7423686601,52.10403,33.22815,Мамекине,Mamekyne,село,Мамекино,Мамекине,village,350,
326007,15110,7421483601,52.10369,31.50742,Деревини,Derevyny,село,Деревины,Деревини,village,652,
326009,41053,5924482201,52.1000432,33.8912846,Кам’янка,Kamianka,село,Каменка,Кам’янка,village,421,
326011,16041,7423688102,52.103,32.98954,Володимирівка,Volodymyrivka,село,Владимировка,Володимирівка,village,81,
326014,41210,5925683703,52.09854,33.69335,Феофілівка,Feofilivka,село,Феофиловка,Феофілівка,hamlet,33,
326015,15113,7421484802,52.09751,31.34949,Ближнє,Blyzhnie,село,Ближнее,Ближнє,hamlet,30,
326016,15460,7424783501,52.0865146,32.7974879,Машеве,Masheve,село,Машево,Машеве,village,868,
326017,15125,7421487501,52.0903,31.77898,Сеньківка,Senkivka,село,Сеньковка,Сеньківка,village,214,
326018,41111,5925380801,52.08961,33.60889,Вовна,Vovna,село,Вовна,Вовна,village,569,
326019,41055,5924485204,52.08893,33.98312,Ситне,Sytne,село,Сытное,Ситне,village,254,
326020,15113,7421484805,52.08824,31.35944,Мости,Mosty,село,Мосты,Мости,hamlet,13,
326021,16041,7423688104,52.08755,33.02078,Кузьминське,Kuzmynske,село,Кузьминское,Кузьминське,hamlet,13,
326023,16034,7423680801,52.08584,33.38264,Бирине,Byryne,село,Бирино,Бирине,village,962,
326026,41210,5925683701,52.08309,33.75652,Степне,Stepne,село,Степное,Степне,village,763,
326028,15121,7421485601,52.07828,31.63788,Лемешівка,Lemeshivka,село,Лемешовка,Лемешівка,village,597,
326030,15211,7425882501,52.07657,31.93039,Клюси,Kliusy,село,Клюсы,Клюси,village,286,
326032,41210,5925683702,52.07519,33.69953,Майське,Maiske,село,Майское,Майське,hamlet,28,
326034,15211,7425881003,52.07519,31.8412103,Хрінівка,Khrinivka,село,Хреновка,Хрінівка,village,129,
326037,15125,7421487502,52.07245,31.73916,Берилівка,Berylivka,село,Бериловка,Берилівка,village,74,
326039,16033,7423689801,52.0721948,33.1222425,Шептаки,Sheptaky,село,Шептаки,Шептаки,village,639,
326041,16032,7423686603,52.07039,33.25767,Леньків,Lenkiv,село,Леньков,Леньків,village,300,
326043,15010,7424482001,52.0687441,31.1014688,Горностаївка,Hornostaivka,село,Горностаевка,Горностаївка,village,661,
326045,15450,7424784501,52.0697,32.41344,Орликівка,Orlykivka,село,Орликовка,Орликівка,village,155,
326047,16041,7423688105,52.06936,32.92568,Лизунівка,Lyzunivka,село,Лизуновка,Лизунівка,village,450,
326049,13544,7424784506,52.0689372,32.4847328,Хандобоківка,Khandobokivka,село,Хандобоковка,Хандобоківка,hamlet,4,
326051,15114,7421484803,52.06798,31.37558,Карпівка,Karpivka,село,Карповка,Карпівка,village,90,
326054,16032,7423686602,52.06695,33.25767,Киселівка,Kyselivka,село,Киселёвка,Киселівка,hamlet,35,
326056,15450,7424784502,52.06627,32.30633,Баранівка,Baranivka,село,Барановка,Баранівка,village,113,
326058,41213,5925680805,52.06421,33.83961,Дорошенкове,Doroshenkove,село,Дорошенково,Дорошенкове,hamlet,11,
326060,41112,5925382501,52.0630988,33.541132,Каліївка,Kaliivka,село,Калиевка,Каліївка,village,315,
326062,16033,7423689803,52.06249,33.20034,Кролевець-Слобідка,Krolevets-Slobidka,село,Кролевец-Слободка,Кролевець-Слобідка,hamlet,44,
326064,41112,5925382502,52.06077,33.6034,Гудівщина,Hudivschyna,село,Гудовщина,Гудівщина,hamlet,6,
326066,15461,7424781501,52.0492192,32.6866778,Жадове,Zhadove,село,Жадово,Жадове,village,2034,
326068,15013,7424486403,52.0560767,31.0149579,Киселівка,Kyselivka,село,Киселёвка,Киселівка,hamlet,40,
326070,15111,7421487201,52.05631,31.45798,Перепис,Perepys,село,Перепись,Перепис,village,539,
326072,15011-15012,7424455400,52.0630562,31.1735475,Добрянка,Dobrianka,селище міського типу,Добрянка,Добрянка,village,3360,
326074,,7423688101,52.0541856,33.0064966,Печенюги,Pecheniuhy,село,Печенюги,Печенюги,village,603,16040
326076,16042,7423688502,52.05459,32.85427,Муравейник,Muraveinyk,село,Муравейник,Муравейник,village,79,
326078,16034,7423680803,52.05391,33.45543,Прокопівка,Prokopivka,село,Прокоповка,Прокопівка,village,183,
326080,15453,7424785005,52.05322,32.55764,Лосівка,Losivka,село,Лосевка,Лосівка,village,290,
326082,41213,5925680809,52.05288,33.85746,Романькове,Romankove,село,Романьково,Романькове,hamlet,12,
326084,15121,7421485602,52.05288,31.58741,Мальча,Malcha,село,Мальча,Мальча,hamlet,31,
326086,15013,7424486410,52.0494859,30.958043,Старі Яриловичі,Stari Yarylovychi,село,Старые Ярыловичи,Старі Яриловичі,village,131,
326088,15121,7421485603,52.05047,31.5984,Рубіж,Rubizh,селище,Рубеж,Рубіж,village,24,
326090,41220,5925610301,52.04876,33.88458,Довжик,Dovzhyk,село,Должик,Довжик,village,64,
326092,15113,7421484801,52.04876,31.32614,Ільмівка,Ilmivka,село,Ильмовка,Ільмівка,village,393,
326096,41223,5925684904,52.04601,34.07307,Об’єднане,Obiednane,село,Объединенное,Об’єднане,hamlet,2,
326098,16034,7423680802,52.04567,33.42247,Підгірне,Pidhirne,село,Подгорное,Підгірне,hamlet,16,
326100,41213,5925680808,52.0543713,33.830182,Палащенкове,Palaschenkove,село,Палащенково,Палащенкове,hamlet,16,
326102,41213,5925680806,52.0401494,33.8325402,Косинське,Kosynske,село,Косинское,Косинське,hamlet,20,
326104,15013,7424486408,52.043728,31.0296397,Сиделівка,Sydelivka,село,Сиделевка,Сиделівка,village,63,
326106,41220-41222,5925610300,52.0476694,33.9429257,Дружба,Druzhba,місто,Дружба,Дружба,town,5771,
326108,41214,5925680305,52.04155,33.78708,Олександрівське,Oleksandrivske,село,Александровское,Олександрівське,hamlet,1,
326110,16040,7423688103,52.04155,32.93426,Восточне,Vostochne,село,Восточное,Восточне,hamlet,5,
326112,15113,7421484806,52.04052,31.37249,Світанок,Svitanok,село,Свитанок,Світанок,hamlet,47,
326114,15452,7424785001,52.04018,32.51232,Погорільці,Pohoriltsi,село,Погорельцы,Погорільці,village,987,
326116,15130,7421481602,52.03846,31.4003,Барабанівське,Barabanivske,село,Барабановское,Барабанівське,hamlet,12,
326118,41223,5925684903,52.03812,34.08886,Микитське,Mykytske,село,Никитское,Микитське,hamlet,12,
326120,41213,5925680801,52.03503,33.85059,Дорошівка,Doroshivka,село,Дорошовка,Дорошівка,village,316,
326122,16050,7423685803,52.03434,32.96619,Солов’їв,Soloviv,село,Соловьёв,Солов’їв,hamlet,19,
326123,15454,7424785006,52.03434,32.46872,Тополівка,Topolivka,село,Тополевка,Тополівка,village,291,
326124,16042,7423688501,52.03365,32.85908,Попівка,Popivka,село,Поповка,Попівка,village,506,
326125,41223,5925684902,52.03331,33.97488,Бугор,Buhor,село,Бугор,Бугор,hamlet,34,
326128,15130,7421481603,52.03056,31.38863,Вершини,Vershyny,селище,Вершины,Вершини,village,15,
326130,15010,7424482002,52.0318808,31.0837427,Гута-Ткачова,Huta-Tkachova,село,Гута-Ткачёва,Гута-Ткачова,village,55,
326132,41213,5925680804,52.03022,33.88733,Василець,Vasylets,село,Василец,Василець,hamlet,19,
326134,15125,7421486801,52.03022,31.7395,Мощенка,Moschenka,село,Мощенка,Мощенка,village,518,
326136,41223,5925684901,52.02988,34.00474,Чуйківка,Chuikivka,село,Чуйковка,Чуйківка,village,894,
326139,15124,7421480402,52.02816,31.65299,Автуничі,Avtunychi,село,Автуничи,Автуничі,village,357,
326141,41214,5925680303,52.02747,33.80424,Базелівщина,Bazelivschyna,село,Базелевщина,Базелівщина,hamlet,2,
326143,15013,7424486401,52.02679,31.00582,Нові Яриловичі,Novi Yarylovychi,село,Новые Ярыловичи,Нові Яриловичі,village,667,
326145,41211,5925686001,52.02541,33.69095,Шатрище,Shatrysche,село,Шатрище,Шатрище,village,918,
326147,15122,7421488801,52.02541,31.51119,Хоробичі,Khorobychi,село,Хоробичи,Хоробичі,village,629,
326149,15123,7421480401,52.02473,31.57883,Андріївка,Andriivka,село,Андреевка,Андріївка,village,209,
326151,15130,7421481601,52.02404,31.43463,Ваганичі,Vahanychi,село,Ваганичи,Ваганичі,village,492,
326153,15115,7421482401,52.02335,31.30898,Володимирівка,Volodymyrivka,село,Владимировка,Володимирівка,village,553,
326155,15212,7425881501,52.02301,31.97743,Єліне,Yeline,село,Елино,Єліне,village,383,
326157,15310,7422489601,52.02267,32.28813,Шишківка,Shyshkivka,село,Шишковка,Шишківка,village,432,
326159,15012,7424455402,52.025683,31.2309876,Вербівка,Verbivka,село,Вербовка,Вербівка,village,310,
326161,16060,7423684304,52.0203024,33.1129119,Форостовичі,Forostovychi,село,Форостовичи,Форостовичі,village,222,
